Epoch  Time  Train_L2_Step  Train_L2_Full  Test_L2_Step  Test_L2_Full  
0 2.767994999885559 0.705502384185791 0.7114487357139587 0.36043085479736325 0.3726960039138794
1 2.252410691231489 0.31739666824340823 0.3283233547210693 0.3091918067932129 0.32080515384674074
2 2.2971362844109535 0.2633262142181397 0.27572797346115113 0.208862003326416 0.2181564426422119
3 2.2489072643220425 0.16432190380096437 0.173707683801651 0.13895487594604491 0.14690890312194824
4 2.259604759514332 0.1280764175415039 0.13636171197891236 0.12236349487304687 0.13023062705993652
5 2.2548375129699707 0.11471907920837403 0.12225876760482789 0.11790866661071778 0.1252092432975769
6 2.207755023613572 0.10815799999237061 0.1153843001127243 0.10455865097045898 0.11128749608993531
7 2.2885217778384686 0.10159272518157958 0.10844189858436584 0.10179308128356934 0.10860857248306274
8 2.2138733975589275 0.09685062160491943 0.10358777725696564 0.09364085197448731 0.0997485113143921
9 2.250272750854492 0.08999347915649414 0.09618422389030457 0.09007229042053223 0.09604846835136413
10 2.239055311307311 0.0870880051612854 0.0932728877067566 0.08635553550720215 0.09210744142532348
11 2.257028291001916 0.08229569683074951 0.08807247948646546 0.08142338466644286 0.08751616716384887
12 2.265663443133235 0.07856572046279907 0.08412119722366333 0.07970430564880371 0.08508892059326172
13 2.218750435858965 0.07608191719055177 0.0815815325975418 0.07492619132995607 0.0807694935798645
14 2.1810010727494955 0.07276075954437256 0.07813007855415344 0.07401877975463868 0.07923869848251343
15 2.2107239197939634 0.06951932239532471 0.07448852586746216 0.0701354579925537 0.07545060276985169
16 2.1930493228137493 0.06708086996078491 0.07189152193069458 0.06879743766784668 0.07335798621177674
17 2.1843637730926275 0.06499323444366455 0.06972543025016785 0.0657973804473877 0.070491863489151
18 2.201704576611519 0.06185920228958129 0.06637432825565338 0.06386876392364502 0.06855176448822022
19 2.1656576227396727 0.061786475753784174 0.06635717177391053 0.05936482048034668 0.06369167685508728
20 2.2128028459846973 0.05842996196746826 0.0626903201341629 0.05915733337402344 0.0636958909034729
21 2.175908101722598 0.05816839551925659 0.062455902218818665 0.05608748149871826 0.060092188119888305
22 2.2125229593366385 0.05651077537536621 0.0606408081650734 0.055445126533508304 0.059306410551071165
23 2.1820500884205103 0.0528843225479126 0.05667432415485382 0.055605326652526856 0.059775537252426146
24 2.1771173737943172 0.05295284290313721 0.05667119824886322 0.05210046672821045 0.05552790284156799
25 2.1947065126150846 0.04970196218490601 0.05310850232839584 0.05148179912567139 0.05495028853416443
26 2.1822491083294153 0.05152197875976563 0.055266502022743226 0.053879922866821285 0.05780872225761414
27 2.2049499470740557 0.046977468252182006 0.05008728659152985 0.04753693962097168 0.05058380663394928
28 2.170352639630437 0.04563979678153991 0.048706096589565276 0.04742824363708496 0.050337918400764466
29 2.136289684101939 0.04550748453140259 0.0485823335647583 0.04831973648071289 0.05164918899536133
30 2.140833979472518 0.04447412748336792 0.047346957266330716 0.047511867523193356 0.05057008326053619
31 2.1415293905884027 0.0439157009601593 0.0467484986782074 0.048170145988464357 0.05128180682659149
32 2.1355630978941917 0.04383603482246399 0.04656667149066925 0.04880410385131836 0.051659283638000486
33 2.1389638893306255 0.04243694086074829 0.045229571878910066 0.04418288230895996 0.046727311611175534
34 2.1296336390078068 0.041517800998687744 0.04415671771764755 0.04132416343688965 0.04349194586277008
35 2.1379553359001875 0.039123119831085205 0.04148188042640686 0.04015139293670654 0.04251592338085174
36 2.1577970515936613 0.03811047859191895 0.04036632931232453 0.03954822301864624 0.0418707263469696
37 2.1344070937484503 0.03896469721794128 0.041299858868122104 0.0387237024307251 0.04090135455131531
38 2.1393444128334522 0.04307511639595032 0.04590806436538696 0.043793988227844236 0.04649131715297699
39 2.13536792434752 0.03814130749702453 0.040519936442375185 0.03921685075759888 0.04153324604034424
