Epoch  Time  Train_L2_step Train_L2_full Test_L2_step Test_L2_full 
0 34.24124617036432 0.13042830355962118 0.13145530438423156 0.07717248360315958 0.07814337134361267
1 34.29599355440587 0.07720271529091728 0.07867424587408701 0.0715141757329305 0.07314741313457489
2 34.18244184367359 0.07336749733818902 0.07497228904565176 0.07628188530604045 0.07943462789058685
3 34.141288622282445 0.07193810399373372 0.07358561750253041 0.06679505228996277 0.06891643285751342
4 34.152803203091025 0.06870101443926493 0.07038297887643179 0.06627199570337931 0.06819404542446136
5 34.21577445883304 0.06746787958674962 0.06920253638426463 0.06487471501032512 0.06639365196228027
6 34.12034018151462 0.06647315486272176 0.06821931028366089 0.0628602433204651 0.06492398917675019
7 34.38544730935246 0.0654535359011756 0.0672105211019516 0.06275007486343384 0.06430252254009247
8 34.164852355606854 0.06488698715633816 0.06656697332859039 0.06098361094792684 0.06273910880088807
9 34.24138373602182 0.06256958079338074 0.06413225960731507 0.0690320897102356 0.07132660925388336
10 34.34725527279079 0.06093740373187595 0.062406720280647275 0.058956596056620285 0.06074708223342896
11 34.16240151505917 0.0588528679476844 0.06027597407499949 0.062238099177678426 0.06420010030269623
12 34.345916581340134 0.05803437632984585 0.059432305137316385 0.058342223962148027 0.06004345774650574
13 34.336503588594496 0.05724286439683702 0.058630518794059755 0.05530293544133504 0.05677674651145935
14 34.190364816226065 0.05713166944185893 0.05851893027623494 0.055844143231709796 0.05731123328208923
15 34.409145794808865 0.05653481279479133 0.05790010873476664 0.0551287055015564 0.056672202944755556
16 34.26188641693443 0.05579159990946452 0.057161195079485576 0.055062570174535114 0.05657221496105194
17 34.41247200965881 0.055161400159200034 0.05652565972010295 0.056085984706878665 0.05770591795444489
18 34.36280504614115 0.05462092436684502 0.05599363565444946 0.05521870772043864 0.0567027598619461
19 34.16816722881049 0.05476039192411635 0.05613540128866831 0.054319471915562946 0.05582836925983429
20 34.30122831929475 0.054018822617001 0.05535918772220612 0.05390013774236043 0.05547095894813538
21 34.24666217248887 0.053452719317542176 0.05479918825626373 0.05262606541315715 0.05413789451122284
22 34.17283019796014 0.0531761880185869 0.054531984210014345 0.052996481657028194 0.05453191220760346
23 34.28498325590044 0.05265942250357734 0.05402424736817678 0.05228509823481242 0.05386463880538941
24 34.34408396948129 0.052327493217256334 0.05368169019619624 0.052579895655314124 0.054163469076156615
25 34.27123638894409 0.05182880017492506 0.053192944089571634 0.052160908381144205 0.05376658082008362
26 34.57128223590553 0.05119121058781942 0.05257875212033589 0.051116575400034586 0.052679493725299835
27 34.697998812422156 0.051162389755249026 0.05256023846069972 0.051565252145131434 0.05315903306007385
28 34.77993967663497 0.05124300493134393 0.052654317398866016 0.053327229420344034 0.05483375549316406
29 34.70285782311112 0.05064563865131802 0.05206798720359802 0.05117601752281189 0.05281411588191986
30 34.56948209460825 0.04964227120081583 0.05104449246327082 0.05164686838785807 0.05335260331630707
31 34.518224596977234 0.04964397475454543 0.05104574058453242 0.05043304045995076 0.05211386680603027
32 34.37199255824089 0.049085858689414126 0.05049175182978312 0.04942459464073181 0.051040495932102206
33 34.470935004763305 0.048948205788930256 0.05036655420064926 0.04954444249471029 0.05116813510656357
34 34.40578851569444 0.04871173437436421 0.050138677736123405 0.049232132832209265 0.050905493199825284
35 34.41591296810657 0.048997889969083996 0.05044126143058141 0.04997520407040914 0.05165687292814255
36 34.66207863483578 0.04864169793658787 0.05007416675488154 0.050340661207834876 0.05206308096647263
37 34.29689127858728 0.04814853445688883 0.049578227380911506 0.0486323606967926 0.050278802216053006
38 34.575906839221716 0.04792561324437459 0.04935454909006755 0.04875244975090027 0.05042776256799698
39 34.78216192405671 0.048088983641730414 0.049516776045163476 0.048383259773254396 0.04998789042234421
40 34.7367092911154 0.04744815924432543 0.04886194713910421 0.048802516857783 0.05053683191537857
41 34.478798151016235 0.04702874294916789 0.04845304093758265 0.04864744981129964 0.05036876648664475
42 34.514529657550156 0.04690970857938131 0.04834801475207011 0.04855501612027486 0.05025082975625992
43 34.50801424589008 0.04723621228006151 0.04866555192073186 0.04845362504323323 0.050091256499290464
44 34.48321090918034 0.046744353161917794 0.048176904400189714 0.04824444492657979 0.049886081218719486
45 34.46019485313445 0.04680897484885321 0.04824030599991481 0.04830382227897644 0.05000223010778427
46 34.31094172410667 0.046343445936838784 0.04776842860380809 0.0481552795569102 0.049910352528095246
47 34.35836245678365 0.04620991532007853 0.04764401398102443 0.04882925073305766 0.05056101083755493
48 34.52950641140342 0.04618435316615634 0.0476185728708903 0.047699001232783 0.04941527009010315
49 34.38843869976699 0.04606264321009318 0.04750375711917877 0.04889530817667643 0.05064517438411713
50 34.28928436804563 0.04548919751909044 0.046917658448219296 0.04786694725354512 0.04950994610786438
51 34.5954916710034 0.04525523397657607 0.04668759532769521 0.047254418134689335 0.04898508310317993
52 34.522499453276396 0.04538336178991529 0.04682270453373591 0.04735633373260498 0.04898665606975555
53 34.37345459032804 0.04526879583464729 0.04670325140158335 0.04800565640131632 0.049677419364452365
54 34.49620857089758 0.045311449686686205 0.04674534503618876 0.04740656654040019 0.04916238874197006
55 34.43728090263903 0.04506029793951247 0.046493066350619 0.04733326395352682 0.04910439372062683
56 34.332834967412055 0.04505675220489502 0.04649001999696096 0.04747429688771566 0.04916562467813492
57 34.386893182992935 0.04482479005389744 0.04625596076250076 0.04709765036900838 0.048826072514057156
58 34.37227809987962 0.04497131117184957 0.046408208906650546 0.047732642889022826 0.04950396418571472
59 34.635382153093815 0.04475857257843018 0.04619113904237747 0.04687459270159403 0.048602956235408785
60 34.763650657609105 0.04422683098581102 0.04564698028564453 0.0468565571308136 0.04865218907594681
61 34.56363583076745 0.04419080707761976 0.04561520596345266 0.04681661049524943 0.048535313606262204
62 34.46046598814428 0.04398782266510857 0.04540494970480601 0.04698182225227356 0.04877832055091858
63 34.65438800677657 0.0440348301993476 0.0454555703997612 0.04675060749053955 0.04837539166212082
64 34.673070267774165 0.04396010353830126 0.04538156376282374 0.046521979173024496 0.04828308492898941
65 34.458895817399025 0.0439955440627204 0.04541691984732946 0.04657176613807679 0.04838995218276978
66 34.3187657315284 0.043772205379274155 0.045204567074775694 0.046831694444020584 0.04854751825332641
67 34.38403298705816 0.043783494234085084 0.04518761283159256 0.04689179142316183 0.048674628138542175
68 34.317269650287926 0.04355452712376912 0.04496093048652013 0.0468700377146403 0.048602831363677976
69 34.43306804355234 0.04349548602104187 0.044909102439880375 0.04637806495030721 0.04816924810409546
70 34.369719547219574 0.043077592690785725 0.044481659412384036 0.04626338720321655 0.048089917302131656
71 34.36818810738623 0.04298201886812846 0.0443867925008138 0.04622287670771281 0.04799455761909485
72 34.3244686704129 0.04321669660674201 0.04462481673558553 0.047056061824162804 0.04874441236257553
73 34.409148098900914 0.042885127915276426 0.0442754204471906 0.04698746045430501 0.04877346634864807
74 34.417001243680716 0.042783268504672574 0.044177589813868205 0.04597401142120361 0.047782110273838045
75 34.4559509344399 0.042739487330118814 0.044125500917434696 0.04650128364562989 0.04834363788366318
76 34.35862338729203 0.042708535618252226 0.04411696322758993 0.046508657137552895 0.048254894316196444
